Platform,Category,Problem Name,URL,Difficulty,Key Concept
LeetCode,Fixed-Size Window,1100. Find K-Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,Medium,Fixed-size no repeat substring
LeetCode,Fixed-Size Window,1852. Distinct Numbers in Each Subarray,https://leetcode.com/problems/distinct-numbers-in-each-subarray/,Medium,Fixed-size distinct count
LeetCode,Fixed-Size Window,2001. Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/,Medium,Sliding window + ratio hashmap
LeetCode,Fixed-Size Window,2211. Count Collisions on a Road,https://leetcode.com/problems/count-collisions-on-a-road/,Medium,Sliding window + simulation
LeetCode,Fixed-Size Window,2209. Number of Equal Count Substrings,https://leetcode.com/problems/number-of-equal-count-substrings/,Medium,Fixed-size + frequency
LeetCode,Variable-Size Window,3. Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/,Medium,Variable-size distinct chars hashmap
LeetCode,Variable-Size Window,30. Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words/,Hard,Fixed-size word concatenation hashmap
LeetCode,Variable-Size Window,76. Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/,Hard,Variable-size min covering substring
LeetCode,Variable-Size Window,159. Longest Substring with At Most Two Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/,Medium,Variable-size at most 2 distinct
LeetCode,Variable-Size Window,209. Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,Medium,Variable-size min length target sum
LeetCode,Variable-Size Window,220. Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii/,Hard,Bucket sort + sliding window
LeetCode,Variable-Size Window,340. Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,Medium,Variable-size at most k distinct
LeetCode,Variable-Size Window,395. Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,Medium,Divide-and-conquer sliding window
LeetCode,Variable-Size Window,413. Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices/,Medium,Variable-size consecutive diff
LeetCode,Variable-Size Window,424. Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement/,Medium,Variable-size max freq replacement
LeetCode,Variable-Size Window,487. Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii/,Medium,Variable-size max ones 1 flip
LeetCode,Variable-Size Window,594. Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence/,Easy,Sorting + sliding window
LeetCode,Variable-Size Window,632. Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,Hard,Heap sliding k-list range
LeetCode,Variable-Size Window,658. Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,Medium,Binary search + sliding window
LeetCode,Variable-Size Window,683. K Empty Slots,https://leetcode.com/problems/k-empty-slots/,Hard,Ordered set + sliding window
LeetCode,Variable-Size Window,689. Maximum Sum of 3 Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,Hard,DP + sliding window
LeetCode,Variable-Size Window,713. Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k/,Medium,Variable-size product under k
LeetCode,Variable-Size Window,718. Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/,Medium,DP / rolling hash sliding window
LeetCode,Variable-Size Window,727. Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence/,Hard,DP + sliding window
LeetCode,Variable-Size Window,837. New 21 Game,https://leetcode.com/problems/new-21-game/,Medium,Variable-size probability window
LeetCode,Variable-Size Window,862. Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/,Hard,Monotonic deque + prefix sum
LeetCode,Variable-Size Window,904. Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets/,Medium,Variable-size at most 2 distinct
LeetCode,Variable-Size Window,930. Binary Subarrays With Sum,https://leetcode.com/problems/binary-subarrays-with-sum/,Medium,Prefix sum / sliding window exact sum
LeetCode,Variable-Size Window,978. Longest Turbulent Subarray,https://leetcode.com/problems/longest-turbulent-subarray/,Medium,Variable-size alternating comparison
LeetCode,Variable-Size Window,992. Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers/,Hard,Variable-size atMost-K trick
LeetCode,Variable-Size Window,995. Minimum Number of K Consecutive Bit Flips,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/,Hard,Fixed-size queue-gated flip
LeetCode,Variable-Size Window,1004. Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/,Medium,Variable-size max ones K flips
LeetCode,Variable-Size Window,1016. Binary String With Substrings Representing 1 To N,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/,Medium,Fixed-size binary representation
LeetCode,Variable-Size Window,1040. Moving Stones Until Consecutive II,https://leetcode.com/problems/moving-stones-until-consecutive-ii/,Medium,Sorting + sliding window + math
LeetCode,Variable-Size Window,1044. Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring/,Hard,Rolling hash + binary search
LeetCode,Variable-Size Window,1208. Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget/,Medium,Variable-size cost-limited substring
LeetCode,Variable-Size Window,1234. Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,Medium,Variable-size balancing window
LeetCode,Variable-Size Window,1248. Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays/,Medium,Variable-size odd count prefix sum
LeetCode,Variable-Size Window,1297. Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,Medium,Fixed-size substring + constraints
LeetCode,Variable-Size Window,1358. Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,Medium,Variable-size abc-containing count
LeetCode,Variable-Size Window,1423. Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,Medium,Variable-size prefix-suffix sliding
LeetCode,Variable-Size Window,1438. Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,Medium,Deque min/max variable window
LeetCode,Variable-Size Window,1446. Consecutive Characters,https://leetcode.com/problems/consecutive-characters/,Easy,Variable-size consecutive same char
LeetCode,Variable-Size Window,1461. Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,Medium,Fixed-size binary code hashset
LeetCode,Variable-Size Window,1493. Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,Medium,Variable-size max ones with deletion
LeetCode,Variable-Size Window,1499. Max Value of Equation,https://leetcode.com/problems/max-value-of-equation/,Hard,Monotonic deque sliding
LeetCode,Variable-Size Window,1610. Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points/,Hard,Sorting + sliding window + geometry
LeetCode,Variable-Size Window,1658. Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,Medium,Variable-size sliding on complement
LeetCode,Variable-Size Window,1695. Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value/,Medium,Variable-size unique subarray sum
LeetCode,Variable-Size Window,1703. Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/,Hard,Sliding window + prefix sum + median
LeetCode,Variable-Size Window,1763. Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring/,Easy,Divide-and-conquer sliding window
LeetCode,Variable-Size Window,1838. Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,Medium,Sorting + sliding window + prefix sum
LeetCode,Variable-Size Window,1839. Longest Substring Of All Vowels in Order,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order/,Medium,Variable-size vowel order check
LeetCode,Variable-Size Window,1888. Minimum Number of Flips to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating/,Medium,Sliding window + pattern matching
LeetCode,Variable-Size Window,2024. Maximize the Confusion of an Exam,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/,Medium,Variable-size char replacement
LeetCode,Variable-Size Window,2107. Number of Unique Flavors After Sharing K Candies,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies/,Medium,Sliding window + hashmap
LeetCode,Variable-Size Window,2156. Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value/,Hard,Rolling hash sliding window
LeetCode,Variable-Size Window,2260. Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/,Medium,Variable-size min gap duplicates
LeetCode,Variable-Size Window,2271. Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/,Medium,Sorting + sliding window + prefix sum
LeetCode,Variable-Size Window,2302. Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/,Hard,Binary search + sliding window
LeetCode,Variable-Size Window,2398. Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget/,Hard,Monotonic deque + sliding window
LeetCode,Variable-Size Window,2401. Longest Nice Subarray,https://leetcode.com/problems/longest-nice-subarray/,Medium,Variable-size bitwise AND constraint
LeetCode,Variable-Size Window,2444. Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/,Hard,Sliding window + boundary tracking
LeetCode,Variable-Size Window,2498. Smallest Subarrays With Maximum Bitwise OR,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or/,Medium,Sliding window + bitwise OR
LeetCode,Variable-Size Window,2516. Take K of Each Character From Left and Right,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right/,Medium,Variable-size inverse sliding
LeetCode,Variable-Size Window,2537. Count the Number of Good Subarrays,https://leetcode.com/problems/count-the-number-of-good-subarrays/,Medium,Variable-size pair-count window
LeetCode,Variable-Size Window,2555. Maximize Win From Two Segments,https://leetcode.com/problems/maximize-win-from-two-segments/,Medium,DP + binary search + sliding window
LeetCode,Variable-Size Window,2653. Sliding Subarray Beauty,https://leetcode.com/problems/sliding-subarray-beauty/,Medium,Sliding window + sorted frequency
LeetCode,Variable-Size Window,2667. Maximum Frequency Score of a Subarray,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray/,Hard,Sliding window + hashmap + math
LeetCode,Variable-Size Window,2730. Find the Longest Semi-Repetitive Substring,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/,Medium,Variable-size at most 1 adjacent duplicate
LeetCode,Variable-Size Window,2747. Count Zero Request Servers,https://leetcode.com/problems/count-zero-request-servers/,Medium,Sorting + sliding window
LeetCode,Variable-Size Window,2760. Longest Even Odd Subarray With Threshold,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold/,Easy,Variable-size alternating parity
LeetCode,Variable-Size Window,2762. Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays/,Medium,Variable-size abs-diff <= 2
LeetCode,Variable-Size Window,2831. Find the Longest Equal Subarray,https://leetcode.com/problems/find-the-longest-equal-subarray/,Medium,Variable-size max freq element
LeetCode,Variable-Size Window,2875. Minimum Size Subarray in Infinite Array,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/,Medium,Variable-size infinite array
LeetCode,Variable-Size Window,2890. Count Substrings Without Repeating Character,https://leetcode.com/problems/count-substrings-without-repeating-character/,Medium,Variable-size distinct chars
LeetCode,Variable-Size Window,2962. Count Subarrays Where Max Element Appears at Least K Times,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/,Medium,Variable-size max freq threshold
LeetCode,Variable-Size Window,2968. Apply Operations to Maximize Frequency Score,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/,Hard,Sorting + sliding + prefix sum + median
LeetCode,Variable-Size Window,2981. Find Longest Special Substring That Occurs Thrice I,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/,Medium,Binary search + sliding window
LeetCode,Variable-Size Window,2982. Find Longest Special Substring That Occurs Thrice II,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/,Medium,Binary search + sliding window
LeetCode,Variable-Size Window,3013. Divide an Array Into Subarrays With Minimum Cost II,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/,Hard,Sliding window + heap + hashmap
LeetCode,Variable-Size Window,3023. Find Pattern in Infinite Stream I,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/,Medium,Rolling hash sliding window
LeetCode,Variable-Size Window,3068. Find the Maximum Sum of Node Values,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/,Hard,Tree DP + sliding window
LeetCode,Variable-Size Window,3092. Most Frequent ID,https://leetcode.com/problems/most-frequent-id/,Medium,Sliding window + hashmap
LeetCode,Variable-Size Window,3107. Minimum Operations to Make Subarray Elements Equal,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal/,Medium,Sliding window + median
LeetCode,Variable-Size Window,3113. Find the Number of Subarrays Where Boundary Elements Are Maximum,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/,Hard,Monotonic stack + sliding window
LeetCode,Variable-Size Window,3130. Find All Possible Stable Binary Arrays I,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/,Medium,DP + sliding window
LeetCode,Variable-Size Window,3134. Find the Median of the Uniqueness Array,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/,Hard,Binary search + sliding window
LeetCode,Variable-Size Window,3152. Special Array II,https://leetcode.com/problems/special-array-ii/,Medium,Sliding window + parity groups
LeetCode,Variable-Size Window,3192. Minimum Operations to Make Binary Array Elements Equal to One I,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/,Medium,Queue-gated flip sliding window
LeetCode,Variable-Size Window,3193. Maximum Strong Pair XOR I,https://leetcode.com/problems/maximum-strong-pair-xor-i/,Easy,Trie + sliding window
LeetCode,Variable-Size Window,3197. Maximum Strong Pair XOR II,https://leetcode.com/problems/maximum-strong-pair-xor-ii/,Hard,Trie + sliding window
LeetCode,Variable-Size Window,3223. Count Complete Substrings,https://leetcode.com/problems/count-complete-substrings/,Hard,Sliding window + frequency
LeetCode,Variable-Size Window,3224. Minimum Increment to Make Array Unique,https://leetcode.com/problems/minimum-increment-to-make-array-unique/,Medium,Sorting + sliding window
LeetCode,Variable-Size Window,3261. Count Substrings That Satisfy K-Constraint I,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/,Easy,Variable-size binary constraint
LeetCode,Variable-Size Window,3262. Count Substrings That Satisfy K-Constraint II,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-ii/,Hard,Sliding window + prefix sum
LeetCode,Variable-Size Window,3323. Minimum Moves to Make Array Continuous,https://leetcode.com/problems/minimum-moves-to-make-array-continuous/,Hard,Sorting + sliding window
LeetCode,Variable-Size Window,3325. Count Substrings With K-Frequency Characters I,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-i/,Medium,Sliding window + frequency
LeetCode,Variable-Size Window,3326. Count Substrings With K-Frequency Characters II,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-ii/,Hard,Sliding window + frequency
LeetCode,Variable-Size Window,3370. Smallest Subarray With OR at Least K,https://leetcode.com/problems/smallest-subarray-with-or-at-least-k/,Medium,Sliding window + bitwise OR
LeetCode,Variable-Size Window,3380. Shortest Subarray With OR at Least K II,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/,Medium,Sliding window + bitwise OR
LeetCode,Variable-Size Window,3381. Shortest Subarray With OR at Least K I,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/,Easy,Sliding window + bitwise OR
LeetCode,Variable-Size Window,3411. Maximum Subarray With Equal Products,https://leetcode.com/problems/maximum-subarray-with-equal-products/,Easy,Sliding window + GCD/LCM
LeetCode,Variable-Size Window,3462. Maximum Sum With at Most K Elements,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements/,Medium,Sliding window + heap
LeetCode,Variable-Size Window,3522. Find the Power of K-Size Subarrays I,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/,Medium,Fixed-size consecutive sorted check
LeetCode,Variable-Size Window,3523. Find the Power of K-Size Subarrays II,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/,Medium,Fixed-size consecutive sorted check
LeetCode,Variable-Size Window,3555. Find X-Sum of All K-Long Subarrays I,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i/,Easy,Sliding window + heap
LeetCode,Variable-Size Window,3556. Find X-Sum of All K-Long Subarrays II,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii/,Hard,Sliding window + heap
LeetCode,Variable-Size Window,3570. Count of Substrings Containing Every Vowel and K Consonants I,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i/,Medium,Sliding window + vowel/consonant
LeetCode,Variable-Size Window,3571. Count of Substrings Containing Every Vowel and K Consonants II,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii/,Medium,Sliding window + vowel/consonant
LeetCode,Variable-Size Window,3573. Count Substrings That Can Be Rearranged to Contain a String I,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i/,Medium,Sliding window + frequency
LeetCode,Variable-Size Window,3574. Count Substrings That Can Be Rearranged to Contain a String II,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii/,Hard,Sliding window + frequency
LeetCode,Variable-Size Window,3644. Minimum Positive Sum Subarray,https://leetcode.com/problems/minimum-positive-sum-subarray/,Easy,Sliding window + prefix sum
LeetCode,Variable-Size Window,3675. Maximum Number of K-Divisible Components,https://leetcode.com/problems/maximum-number-of-k-divisible-components/,Hard,Tree DP + sliding window
LeetCode,Variable-Size Window,3715. Maximum Coins From K Consecutive Bags,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags/,Medium,Sorting + sliding window + prefix sum
LeetCode,Variable-Size Window,3743. Reschedule Meetings for Maximum Free Time I,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i/,Medium,Sliding window + greedy
LeetCode,Variable-Size Window,3761. Maximum Difference Between Even and Odd Frequency II,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii/,Hard,Sliding window + DP + frequency
LeetCode,Variable-Size Window,3835. Count Partitions With Max-Min Difference at Most K,https://leetcode.com/problems/count-partitions-with-max-min-difference-at-most-k/,Medium,DP + deque + sliding window
LeetCode,Variable-Size Window,3907. Count Prime-Gap Balanced Subarrays,https://leetcode.com/problems/count-prime-gap-balanced-subarrays/,Medium,Sliding window + number theory
LeetCode,Variable-Size Window,3958. Minimum Removals to Balance Array,https://leetcode.com/problems/minimum-removals-to-balance-array/,Medium,Sorting + sliding window
LeetCode,Variable-Size Window,3980. Best Time to Buy and Sell Stock using Strategy,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-using-strategy/,Medium,Sliding window + prefix sum
LeetCode,Variable-Size Window,3992. Longest Semi-Repeating Subarray,https://leetcode.com/problems/longest-semi-repeating-subarray/,Medium,Sliding window + frequency
LeetCode,Variable-Size Window,4002. Count Subarrays With K Distinct Integers,https://leetcode.com/problems/count-subarrays-with-k-distinct-integers/,Hard,Sliding window + atMost-K trick
LeetCode,Variable-Size Window,4021. Distinct Points Reachable After Substring Removal,https://leetcode.com/problems/distinct-points-reachable-after-substring-removal/,Medium,Sliding window + prefix sum
LeetCode,Variable-Size Window,4036. Sum of Weighted Modes in Subarrays,https://leetcode.com/problems/sum-of-weighted-modes-in-subarrays/,Medium,Sliding window + frequency + ordered set
LeetCode,Variable-Size Window,4145. Minimum Inversion Count in Subarrays of Fixed Length,https://leetcode.com/problems/minimum-inversion-count-in-subarrays-of-fixed-length/,Hard,Sliding window + segment tree
LeetCode,Variable-Size Window,4152. Minimum Subarray Length With Distinct Sum At Least K,https://leetcode.com/problems/minimum-subarray-length-with-distinct-sum-at-least-k/,Medium,Sliding window + hashmap
LeetCode,Variable-Size Window,4204. Maximum Subarray XOR with Bounded Range,https://leetcode.com/problems/maximum-subarray-xor-with-bounded-range/,Hard,Sliding window + trie + deque
CSES,Fixed-Size Window,Sliding Window Sum,https://cses.fi/problemset/task/3220,Medium,Fixed-size sliding sum
CSES,Fixed-Size Window,Sliding Window Minimum,https://cses.fi/problemset/task/3221,Medium,Monotonic deque min
CSES,Fixed-Size Window,Sliding Window XOR,https://cses.fi/problemset/task/3426,Medium,Fixed-size sliding XOR
CSES,Fixed-Size Window,Sliding Window OR,https://cses.fi/problemset/task/3405,Medium,Fixed-size sliding OR
CSES,Fixed-Size Window,Sliding Window Distinct Values,https://cses.fi/problemset/task/3222,Medium,Fixed-size distinct count
CSES,Fixed-Size Window,Sliding Window Mode,https://cses.fi/problemset/task/3224,Hard,Fixed-size frequency mode
CSES,Fixed-Size Window,Sliding Window MEX,https://cses.fi/problemset/task/3219,Hard,Fixed-size MEX tracking
CSES,Fixed-Size Window,Sliding Window Median,https://cses.fi/problemset/task/1076,Hard,Two-heap sliding median
CSES,Fixed-Size Window,Sliding Window Cost,https://cses.fi/problemset/task/1077,Hard,Multiset median cost
CSES,Fixed-Size Window,Sliding Window Inversions,https://cses.fi/problemset/task/3223,Hard,BIT inversion count sliding
CSES,Fixed-Size Window,Sliding Window Advertisement,https://cses.fi/problemset/task/3227,Hard,Largest rectangle variant
CSES,Variable-Size Window,Maximum Subarray Sum II,https://cses.fi/problemset/task/1644,Medium,Sum with length constraints
CSES,Variable-Size Window,Subarray Distinct Values,https://cses.fi/problemset/task/2428,Medium,Variable-size distinct count
CSES,Variable-Size Window,Subarray Sums I,https://cses.fi/problemset/task/1660,Medium,Variable-size target sum
CSES,Variable-Size Window,Subarray Sums II,https://cses.fi/problemset/task/1661,Medium,Prefix sum + hashmap
GeeksforGeeks,Fixed-Size Window,Maximum sum of a subarray of size k,https://www.geeksforgeeks.org/problems/max-sum-subarray-of-size-k5313/1,Easy,Fixed-size max sum
GeeksforGeeks,Fixed-Size Window,Count distinct elements in every window,https://www.geeksforgeeks.org/problems/count-distinct-elements-in-every-window/0,Easy,Fixed-size distinct count
GeeksforGeeks,Fixed-Size Window,First negative integer in every window of size k,https://www.geeksforgeeks.org/problems/first-negative-integer-in-every-window-of-size-k/0,Easy,Fixed-size first negative deque
GeeksforGeeks,Fixed-Size Window,Sliding Window Maximum,https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k/0,Hard,Deque fixed-size max
GeeksforGeeks,Fixed-Size Window,Anagram Substring Search,https://www.geeksforgeeks.org/anagram-substring-search-search-permutations/,Medium,Fixed-size frequency match
GeeksforGeeks,Fixed-Size Window,Count occurrences of anagrams,https://www.geeksforgeeks.org/count-occurrences-of-anagrams/,Medium,Fixed-size anagram count
GeeksforGeeks,Fixed-Size Window,Sum of all subarrays of size K,https://www.geeksforgeeks.org/sum-of-all-subarrays-of-size-k/,Easy,Fixed-size sliding sum
GeeksforGeeks,Fixed-Size Window,Subarray of size k with given sum,https://www.geeksforgeeks.org/subarray-of-size-k-with-given-sum/,Easy,Fixed-size target sum
GeeksforGeeks,Fixed-Size Window,Lexicographically smallest and largest substring of size k,https://www.geeksforgeeks.org/lexicographically-smallest-and-largest-substring-of-size-k/,Medium,Fixed-size substring comparison
